dob,firstName,height,id,lastName,nickname,positionGroupType
1987-12-13,Weverton,189.0,13829,Pereira da Silva,Weverton,GK
2000-10-31,Thiago,179.0,3270,Andrade,Thiago Andrade,F
1992-06-05,Yago,169.0,16177,Pikachu,Yago Pikachu,D
1998-04-13,Pedro,172.0,9176,Delmino,Pedrinho,F
2004-01-01,Giovani,184.0,16553,Amorim da Silva,Giovani,F
1980-09-30,Fábio,188.0,16750,Lopes Maciel,Fábio,GK
1992-08-24,Jemerson,184.0,6644,de Jesus Nascimento,Jemerson,D
2006-07-21,Endrick,173.0,16552,Moreira de Sousa,Endrick,F
1997-06-19,Ayrton,180.0,16136,Lucas,Ayrton Lucas,D
2005-05-01,Kayky,185.0,18906,Almeida,Kayky Almeida,RCB
1992-07-29,Patrick,176.0,16740,Bezerra do Nascimento,Patrick,M
2004-04-20,Guilherme Sucigan,171.0,18796,Mafra Cunha,Biro,RW
1995-04-28,Igor,190.0,15804,Rabello,Igor Rabello,D
2001-03-06,Igor,185.0,16706,Gomes,Igor Gomes,D
1989-10-12,Paulo Henrique,184.0,16139,Chagas de Lima,Ganso,M
1999-04-25,Carlos,187.0,20672,de Menezes Júnior,Cacá,RCB
1995-05-11,Rony,167.0,16549,da Silva Barbosa,Rony,F
1991-06-22,Hugo,174.0,1458,Mallo,Hugo Mallo,D
1995-06-19,Raphael,176.0,16558,Veiga,Raphael Veiga,M
1989-04-17,Charles,171.0,4591,Aránguiz,Charles Aránguiz,M
1992-02-06,José Rodolfo,177.0,16726,Pires Ribeiro,Dodô,D
1986-06-23,Mariano,177.0,15809,Ferreira Filho,Mariano,D
1996-02-01,Tomás,180.0,2364,Pochettino,Tomás Pochettino,M
1988-02-02,Germán,176.0,16141,Cano,Germán Cano,F
2001-09-20,João Lucas,186.0,16251,de Souza Cardoso,Johnny Cardoso,M
1999-04-01,Bruno,190.0,15811,Fuchs,Bruno Fuchs,D
1989-06-11,Fagner,168.0,16017,Conserva Lemos,Fagner,D
2000-03-26,Fausto,180.0,16025,Vera,Fausto Vera,M
2004-05-24,Carlos,188.0,17005,Eduardo,Carlos Eduardo,F
2002-02-23,André,185.0,18620,Luiz,André Luiz,CF
1989-11-20,Eduardo,174.0,15800,Vargas,Eduardo Vargas,F
1996-10-29,Keiller,193.0,16242,da Silva Nunes,Keiller,GK
2006-02-28,João Henrique,,18860,Mendes da Silva,Esquerdinha,LB
2005-03-05,Wesley,180.0,18816,Gassova Ribeiro,Wesley,LW
2001-07-16,André,176.0,16163,da Costa Neto,André,M
2001-05-24,Matheus,193.0,16737,Cunha,Matheus Cunha,GK
1998-08-21,Alan,175.0,7571,Franco,Alan Franco,M
1997-03-03,Allan,172.0,16704,Rodrigues de Souza,Allan,M
2002-05-08,Kaiky,182.0,16564,Naves,Kaiky Naves,D
1994-10-07,Wanderson,175.0,16243,Sousa Campos,Wanderson,F
1987-04-12,Luiz,184.0,12185,Adriano,Luiz Adriano,F
2002-09-07,Vanderlan,183.0,16568,Barbosa da Silva,Vanderlan,D
2000-02-02,Vitor,185.0,9114,da Silva Matos,Vitão,D
2003-10-08,Alexsander,177.0,16155,Gomes da Costa,Alexsander,M
1990-07-22,Everson,192.0,15808,Marques Pires,Everson,GK
1997-05-06,Nathan,182.0,15814,Silva,Nathan Silva,D
1988-07-22,Silvio,175.0,16173,Romero,Silvio Romero,F
1992-03-26,Emanuel,178.0,16174,Brítez,Emanuel Brítez,D
1992-06-23,Pablo,185.0,16717,Teixeira,Pablo,F
1996-01-31,Léo,189.0,16735,Pereira,Léo Pereira,D
1996-06-03,Sebastián,172.0,15840,Gómez,Sebastián Gómez,M
1993-05-10,Luan,188.0,16709,Garcia Teixeira,Luan,D
2005-02-24,Arthur,,18667,Wenderroscky,Arthur,AM
2002-02-08,Rômulo,193.0,15791,Cardoso da Cruz,Rômulo,F
1997-05-20,Gerson,184.0,3981,Santos Da Silva,Gerson,M
2000-01-07,Du,172.0,16023,Queiroz,Du Queiroz,M
1992-07-04,Ángel,176.0,7663,Romero,Ángel Romero,F
1995-10-02,Pedro,188.0,16742,Henrique,Pedro Henrique,D
1990-06-06,Samuel,166.0,16146,Xavier,Samuel Xavier,D
1990-10-22,Jean,170.0,18597,Dias,Jean Dias,LW
1997-03-23,Thiago,179.0,16137,Maia,Thiago Maia,M
2004-10-11,Renato,188.0,19126,Santos,Renato Santos,RCB
2005-08-18,Matheus,175.0,18360,Gonçalves,Matheus Gonçalves,RW
1998-03-10,Matías,171.0,15803,Zaracho,Matías Zaracho,M
1996-08-30,Gabriel,178.0,16124,Barbosa,Gabriel Barbosa,F
1994-09-05,Vitor,185.0,15796,Bueno,Vitor Bueno,M
1992-01-07,Eduardo,166.0,16714,Pereira Rodrigues,Dudu,F
2002-01-04,Gustavo,175.0,16563,Garcia,Gustavo Garcia,D
1990-06-16,Pedro,181.0,16712,Henrique,Pedrao,F
1992-11-10,Mayke,178.0,16550,Rocha de Oliveira,Mayke,D
1997-09-21,Jhon,168.0,16148,Arias,Jhon Arias,M
1989-10-21,Bruno,180.0,20670,Henrique,Bruno Henrique,CM
1998-08-24,Joaquín,185.0,16557,Piquerez,Joaquín Piquerez,D
1988-05-12,Marcelo,174.0,1680,da Silva,Marcelo,D
1993-09-01,Guilherme,179.0,16175,de Jesus da Silva,Tinga,D
1994-05-04,Otavio,173.0,4270,Henrique Passos Santos,Otavio,M
1995-03-11,José,177.0,16172,Welison,Zé Welison,M
1999-02-24,Caio,174.0,2530,Alexandre,Caio Alexandre,M
1997-11-14,Erick,176.0,15786,Conrado Carvalho,Erick,M
2003-09-06,Wesley,173.0,18333,Lima,Wesley,RB
1994-03-28,Vinicius,195.0,16548,Silvestre,Vinicius Silvestre,GK
1997-07-15,Maycon,173.0,9113,Barberan,Maycon,M
1994-02-27,Léo,179.0,15782,Cittadini,Léo Cittadini,M
1991-06-21,Pablo,188.0,16716,Castro,Pablo,D
2001-07-05,Chrystian,178.0,18362,Barletta,Chrystian Barletta,F
1986-12-18,Marcelo,188.0,16567,Lomba,Marcelo Lomba,GK
2004-01-22,Thauan,176.0,16255,Lara,Thauan Lara,D
1993-05-06,Gustavo,185.0,16551,Gómez,Gustavo Gómez,D
1996-02-12,Fabrício,190.0,16125,Bruno,Fabrício Bruno,D
1999-06-10,Bento,190.0,15778,Matheus Krepski,Bento,GK
1995-05-13,Alex,182.0,15797,Santana,Alex Santana,M
1990-05-31,Giuliano,172.0,16014,Victor de Paula,Giuliano,M
2001-10-25,Gabriel,182.0,18742,De Sousa Barros,Gabriel De Sousa Barros,RW
2001-03-03,Léo,194.0,18286,Linck,Léo Linck,GK
1987-06-12,Carlos Gilberto,192.0,16024,do Nascimento Silva,Gil,D
1996-03-22,Everton,174.0,8006,Sousa Soares,Everton,M
1994-07-11,Yony,184.0,16778,González,Yony González,RW
1998-01-03,Hugo,177.0,15781,Moura,Hugo Moura,M
1996-02-13,John,196.0,16252,Victor,John Victor,GK
2003-03-07,Igor Jesus,179.0,18359,Lima,Igor,DM
2000-03-05,Tomás,176.0,15787,Cuello,Tomás Cuello,F
2006-02-09,Luis,175.0,18353,Guilherme,Luis Guilherme,M
2002-05-09,Matheus,187.0,16257,Dias,Matheus Dias,M
1995-09-07,Jailson,187.0,16561,Marques Siqueira,Jailson,M
1997-04-10,Marcilio Florencio,188.0,16154,Mota Filho,Nino,D
1987-05-21,David,188.0,16159,Braz,David Braz,D
1992-07-10,Gabriel,172.0,16728,Girotto Franco,Gabriel,M
2002-05-18,John,181.0,18347,Kennedy,John Kennedy,F
1995-02-16,Ademir,172.0,15806,da Silva Santos Junior,Ademir,F
2001-05-24,Brayan,189.0,16181,Ceballos,Brayan Ceballos,D
1992-02-24,Eduardo,173.0,15805,Sasha,Eduardo Sasha,F
1994-06-19,Lucas,178.0,16167,Crispim,Lucas Crispim,M
2002-09-09,Jhonatan,178.0,16566,dos Santos Rosa,Jhon Jhon,AM
2001-03-18,Yuri,183.0,16028,Alberto,Yuri Alberto,F
1995-06-02,Camilo,174.0,15152,Cándido,Camilo Cándido,D
2000-06-02,Richard,187.0,3658,Rios,Richard Rios,M
1990-12-30,Bruno,184.0,16127,Henrique,Bruno Henrique,F
2005-02-28,Vitor,172.0,15792,Roque,Vitor Roque,F
1994-08-11,David,176.0,15779,Terans,David Terans,M
1987-04-22,David,189.0,148,Luiz,David Luiz,D
2001-09-16,Alexandre,184.0,16145,Jesus,Alexandre Jesus,F
1993-06-16,Zé,175.0,16569,Rafael,Zé Rafael,M
1992-09-14,Renê,174.0,16259,Rodrigues Martins,Renê,D
2000-10-06,Adson,171.0,16020,Ferreira Soares,Adson,F
1996-01-21,Cristian,174.0,854,Pavon,Cristian Pavon,F
2000-06-29,Pedro,192.0,16149,Rangel,Pedro Rangel,GK
2002-04-30,Luciano,184.0,15790,Arriagada,Luciano Arriagada,F
1998-01-18,Nicolás,185.0,15784,Hernández,Nicolás Hernández,D
2000-09-29,Gabriel,176.0,16559,Menino,Gabriel Menino,M
1991-07-12,Rodrigo,187.0,13211,Battaglia,Rodrigo Battaglia,M
1985-08-09,Filipe,182.0,16126,Luís,Filipe Luís,D
1996-06-11,Vinícius,181.0,16160,Moreira de Lima,Lima,F
1987-03-18,Gabriel,181.0,16248,Mercado,Gabriel Mercado,D
1997-03-27,Murilo,188.0,16560,Cerqueira,Murilo,D
2001-12-21,Sammuel,177.0,16179,Queiroz De Freitas,Sammuel,M
1986-07-25,Givanildo,180.0,15816,Vieira de Souza,Hulk,F
1988-09-06,João,186.0,16166,Ricardo,João Ricardo,GK
1991-11-30,Juan Martín,179.0,16191,Lucero,Juan Martín Lucero,F
1997-02-21,Zé,185.0,15788,Ivaldo,Zé Ivaldo,D
1993-03-24,Guillermo,173.0,13927,Varela,Guillermo Varela,D
1989-09-10,Marcos,174.0,16150,da Silva França,Keno,F
2003-01-04,Kevin,176.0,18354,Macedo,Kevin Macedo,F
1991-08-23,Fabián,188.0,258,Balbuena,Fabián Balbuena,D
1985-01-04,Réver,192.0,15813,Alves de Araújo,Réver,D
2004-04-01,Matheus,184.0,16132,França,Matheus França,M
1998-10-01,Agustin,175.0,13928,Canobbio,Agustin Canobbio,F
2004-05-11,Victor,182.0,16128,Hugo,Victor Hugo,M
2002-01-31,Giovanni,176.0,16156,Manson Ribeiro,Giovanni,F
1995-12-28,Mauricio,187.0,11939,Lemos,Mauricio Lemos,D
1987-10-27,Rodrigo,188.0,16256,Moledo,Rodrigo Moledo,D
1990-02-26,Manoel,181.0,16151,Silva Carvalho,Manoel,D
2004-02-18,Felipe,187.0,18718,Augusto,Felipe Augusto,CF
2001-06-21,Rubens,178.0,15815,Dias,Rubens,M
1992-01-22,Marcelo,182.0,15795,Cirino,Marcelo Cirino,F
2001-06-22,Maurício,174.0,16250,Magalhães Prado,Maurício,M
2000-12-06,José Manuel,188.0,16554,López,José Manuel López,F
1999-03-10,Matheus,191.0,15812,Mendes,Matheus Mendes,GK
1996-06-02,Luiz,175.0,3963,Araújo,Luiz Araújo,F
2003-04-02,Lucca,180.0,16258,Sampaio Tavares,Lucca,F
1996-01-24,Breno,178.0,16555,Lopes,Breno Lopes,F
2001-10-05,Matheus,176.0,16164,Martinelli Lima,Martinelli,M
1993-09-08,Dalbert Henrique,181.0,12951,Chagas Estevão,Dalbert,D
2002-04-09,Fabinho,178.0,16707,Silva de Freitas,Fabinho,M
1989-09-05,Thiago,181.0,790,Santos,Thiago Santos,M
1998-08-29,Claudio,174.0,16729,Rodrigues Gomes,Guga,D
1999-05-10,Alex,189.0,17954,de Oliveira Nascimento,Alex,D
2001-07-05,Chrystian,178.0,18362,Barletta,Chrystian Barletta,F
2001-03-20,Nathan,186.0,17994,Melo,Nathan Melo,M
1994-01-20,Lucas,182.0,17941,Piazon,Lucas Piazon,M
2004-06-29,Paulo Ricardo,,23375,Alves Ibelli,Paulinho,DM
2003-05-01,Eduardo,,18836,Simioni,Eduardo Simioni,M
1995-08-20,Luis,180.0,17883,Orejuela,Luis Orejuela,D
2000-09-01,Breno,177.0,17936,Rodrigues da Silva,Breno,M
1992-01-09,Esteban,191.0,1769,Burgos,Esteban Burgos,D
2001-10-13,Igo,190.0,17927,Gabriel,Igo Gabriel,GK
1986-01-10,Nino,168.0,17905,Paraíba,Nino Paraíba,D
2001-11-15,Henry,175.0,18600,Mosquera,Henry Mosquera,LW
2004-10-11,Renato,188.0,19126,Santos,Renato Santos,RCB
1989-06-11,Fagner,168.0,16017,Conserva Lemos,Fagner,D
2001-06-07,Lucas,185.0,18009,Emmanuel,Lucas Emmanuel,F
2000-03-26,Fausto,180.0,16025,Vera,Fausto Vera,M
2002-10-02,Mateus,178.0,17911,Henrique,Mateus Henrique,M
2002-02-08,Bruno,186.0,18025,Praxedes,Bruno Praxedes,M
2002-04-14,Carlos,181.0,17945,Alberto,Carlos Alberto,F
2001-07-04,David,190.0,23368,Sousa,David Sousa,LCB
1998-06-26,Paulinho,171.0,19901,Bóia,Paulinho Bóia,LW
2003-07-15,Ryan,172.0,19470,Gustavo,Ryan Gustavo,M
1996-03-15,Joriwinnyson,190.0,17897,Santos dos Anjos Rodrigues,Jori,GK
1988-06-19,Aloísio,170.0,17923,dos Santos Gonçalves,Aloísio,F
2001-02-02,Luan,187.0,18019,Cândido,Luan Cândido,D
1998-07-16,Anderson,169.0,11652,Oliveira,Anderson Oliveira,M
2001-05-28,Luiz,174.0,18003,Filipe,Luiz Filipe,F
2002-11-09,João Luiz,196.0,19607,da Silva Cipriano,Cipriano,LCB
2002-03-07,Young,202.0,17875,Navarro Moraes,Young,GK
1999-02-03,Zé,180.0,17993,Ricardo,Zé Ricardo,M
1995-01-09,Rafael,170.0,16013,Ramos,Rafael Ramos,D
2002-05-17,Matheus,187.0,16022,Donelli,Matheus Donelli,GK
1995-04-24,Allano Brendon,182.0,11608,de Souza Lima,Allano,F
2002-07-04,Murillo,182.0,18361,Costa dos Santos,Murillo,D
1994-04-10,Luiz Antonio,184.0,18083,Ferreira Rodrigues,Felipe,M
2003-11-24,Giovane,184.0,16011,Santana do Nascimento,Giovane,F
1999-04-13,Erison Danilo,180.0,13500,de Souza,Erison,F
2005-09-22,Adyson,168.0,17916,do Nascimento Soares,Adyson,F
2001-07-30,Daniel,171.0,16378,Ruiz Rivera,Daniel Ruiz Rivera,F
1986-07-27,Matheus,192.0,17899,Cavichioli,Matheus Cavichioli,GK
1993-03-23,Daniel,174.0,17934,Borges,Daniel Borges,D
2003-12-09,Renato,180.0,18810,Marques,Renato Marques,CF
2001-02-19,Welington,175.0,17879,Damascena Santos,Welington,D
2000-01-15,Imanol,170.0,14817,Machuca,Imanol Machuca,F
1995-07-02,Lucas,188.0,7994,Verissimo,Lucas Verissimo,D
2002-04-07,Thiago,186.0,18031,Borbas,Thiago Borbas,F
1996-02-28,Danilo,183.0,7365,Barbosa,Danilo Barbosa,M
1993-08-03,Vinícius,179.0,18000,Santos Silva,Vinícius,F
2004-03-29,Kevyson,178.0,17959,Costa e Silva,Kevyson,D
2001-10-17,Werik,190.0,18394,Popó,Werik Popó,F
2001-02-26,Lucas Alexandre,190.0,18012,Galdino de Azevedo,Lucão,GK
2002-02-18,Pedro,,18679,Vilhena,Pedro Vilhena,AM
1995-10-31,Jackson Diego,175.0,18084,Ibraim Fagundes,Dieguinho,M
2000-04-30,Calebe,173.0,15810,Ferreira da Silva,Calebe,M
1998-07-29,Matheus,176.0,18006,Santos,Matheusinho,F
2001-02-22,Lucas,193.0,17975,Barbosa,Lucas Barbosa,F
1986-10-19,Joel,193.0,17933,Carli,Joel Carli,D
1997-01-30,Luís,171.0,19571,Oyama,Luís Oyama,DM
1992-03-26,Emanuel,178.0,16174,Brítez,Emanuel Brítez,D
2000-03-23,Ruan,176.0,19306,Oliveira,Ruan Oliveira,AM
1999-02-01,Ignacio,173.0,15187,Laquintana,Ignacio Laquintana,F
1998-07-04,Ariel,178.0,18299,Gomes,Ariel,LW
2003-09-25,Breno,183.0,17907,Cascardo,Breno Cascardo,M
1996-11-10,Lucas,184.0,17972,Braga,Lucas Braga,F
2003-12-31,João Pedro,192.0,19472,de Sousa Rodrigues,Tchoca,D
2001-12-21,Sammuel,177.0,16179,Queiroz De Freitas,Sammuel,M
2003-03-17,Arthur,173.0,18077,Augusto de Matos Soares,Arthur,D
1995-11-16,Matheus,190.0,18007,Peixoto,Matheus Peixoto,F
2004-01-25,Rafael,,19125,Barcelos,Rafael Barcelos,DM
1995-06-29,João,189.0,18107,Paulo,João Paulo,GK
2001-02-26,Leonardo,186.0,18017,Realpe,Leonardo Realpe,D
1992-08-13,Lucas,172.0,85,Moura,Lucas Moura,F
1998-02-15,Felipe,172.0,17957,Jonatan,Felipe Jonatan,D
2000-04-25,Helinho,175.0,18028,Nunes de Castro,Helinho,F
2002-04-16,Jhonny,179.0,18390,Cardinoti Pedro,Jhonny,D
2005-08-18,Matheus,175.0,18360,Gonçalves,Matheus Gonçalves,RW
2003-11-24,Lucas,186.0,17877,Beraldo,Lucas Beraldo,D
1988-05-21,Felipe,187.0,17874,Alves,Felipe Alves,GK
1999-04-01,Vitor,181.0,8378,dos Santos,Vitinho,F
2002-02-21,Carlos Eduardo,170.0,17961,Bertolassi da Silva,Cadu,D
1994-06-23,Higor,186.0,3533,Meritão,Higor Meritão,M
2005-10-18,Gustavo,198.0,18861,Henrique,Gustavo Henrique,LCB
1993-09-23,Jonathan,181.0,17894,Calleri,Jonathan Calleri,F
1994-10-01,Pedro,175.0,16183,Rocha,Pedro Rocha,F
1990-03-02,Guilherme,181.0,17965,Camacho,Guilherme Camacho,M
2002-02-14,Guilherme,178.0,18602,Lopes,Guilherme Lopes,LB
2002-04-21,Raí,175.0,18380,Pessanha,Raí,M
2000-10-06,Adson,171.0,16020,Ferreira Soares,Adson,F
1997-02-15,Joao,195.0,19572,Magno,Joao Magno,CF
2005-03-05,Wesley,180.0,18816,Gassova Ribeiro,Wesley,LW
1988-10-07,Diego,186.0,1395,Costa,Diego Costa,F
1996-02-13,Eduardo,187.0,17951,Bauermann,Eduardo Bauermann,D
1999-05-28,Mikael,184.0,17919,Viana de Sousa,Mikael,F
1992-01-06,Magno José,175.0,17991,da Silva,Maguinho,D
2002-04-16,Ivonei,175.0,17968,da Silva Rabelo,Ivonei,M
1999-03-22,Bernardo,191.0,18797,Schappo,Bernardo Schappo,LCB
2000-08-10,Eric,174.0,18026,Ramires,Eric Ramires,M
2000-06-16,Edu,185.0,17986,Ribeiro de Souza,Edu,D
1995-10-17,David,180.0,17891,Corrêa da Fonseca,David,F
2004-01-08,Samuel,178.0,23374,Alves Barroso,Samuel,RB
2005-09-28,Gabriel,185.0,19468,Moscardo,Gabriel Moscardo,M
1997-09-07,Gustavo,169.0,16012,Mosquito,Gustavo Mosquito,F
2001-09-05,Nathan,183.0,18114,Santos de Araújo,Nathan,D
2001-02-06,Natan,188.0,18015,Bernardo de Souza,Natan,D
2000-06-24,Lucas,171.0,5203,Esteves,Lucas Esteves,D
2000-03-01,Philippe,188.0,18011,Costa,Philippe Costa,F
1991-06-18,Mauricio,191.0,18373,Kozlinski,Mauricio Kozlinski,GK
2005-07-25,Nathan,177.0,18392,Camargo,Nathan Camargo,M
1996-09-28,Michel,178.0,16140,Araújo,Michel Araújo,M
1995-03-11,José,177.0,16172,Welison,Zé Welison,M
1991-12-08,Bruno,174.0,16189,Pacheco,Bruno Pacheco,D
2001-02-23,Marcos Vinicios,175.0,18029,Lopes Moura,Sorriso,F
2000-02-21,Jhonny,170.0,17995,Lucas,Jhonny Lucas,M
2002-01-10,Pablo,178.0,17884,Maia,Pablo Maia,M
2002-01-20,Luan,190.0,18018,Patrick,Luan Patrick,D
1989-02-19,Fernando,178.0,1906,Marcal Oliverira,Marcal,D
2003-10-01,Weslley,164.0,18902,Patati,Weslley Patati,LW
2000-07-12,Kayque,176.0,17940,Pereira,Kayque,M
2004-03-16,Rodrigo,185.0,18072,Huendra,Rodriguinho,M
1988-03-29,Gatito,191.0,17925,Fernández,Gatito Fernández,GK
1999-05-06,Janderson,189.0,18603,Carvalho Costa,Janderson,CF
1998-02-11,Matheus Leonardo,164.0,17909,Sales Cardoso,Matheusinho,M
2000-05-02,Lucas,188.0,17982,Halter,Lucas Halter,D
1994-05-06,Raí,179.0,18395,Ramos,Raí Ramos,D
2001-03-24,Lucas,182.0,17958,Pires,Lucas Pires,D
1990-03-01,Lucas,177.0,16190,Sasha,Lucas Sasha,M
1998-03-09,João,181.0,17960,Lucas,João Lucas,D
1992-02-24,Eduardo,173.0,15805,Sasha,Eduardo Sasha,F
1993-09-09,Luiz,189.0,18108,Felipe,Luiz Felipe,D
1983-04-22,Wellington,180.0,17922,Paulista,Wellington Paulista,F
2001-05-07,JP,184.0,18835,Galvão,JP Galvão,RCB
1999-02-16,Alesson,173.0,18004,dos Santos Batista,Alesson,F
2002-07-17,Yani,186.0,19606,Quintero,Yani Quintero,DM
1991-07-12,James,181.0,1690,Rodríguez,James Rodríguez,M
1994-01-28,Leonel,176.0,14526,Di Placido,Leonel Di Placido,D
1997-07-15,Maycon,173.0,9113,Barberan,Maycon,M
1987-06-06,Cássio,195.0,16009,Ramos,Cássio,GK
2005-06-05,Deivid,187.0,18305,Washington,Deivid Washington,LW
1991-01-17,Tiquinho,187.0,17947,Soares,Tiquinho Soares,F
1996-10-11,Alan,183.0,2346,Franco,Alan Franco,D
1988-03-12,Christian,188.0,16186,Chagas Tarouco,Titi,D
1994-05-28,Everaldo,172.0,16007,Silva do Nascimento,Everaldo,F
1994-11-03,Messias,191.0,17953,Rodrigues da Silva Júnior,Messias,D
2001-03-19,Ed,186.0,17971,Carlos,Ed Carlos,M
1985-09-07,Marcio Rafael,172.0,18103,Ferreira de Souza,Rafinha,D
1988-09-14,Maicon,191.0,17952,Pereira Roque,Maicon,D
1999-02-04,Julián,169.0,17998,Palacios,Julián Palacios,M
1990-07-09,Lucas,176.0,18081,Lima,Lucas Lima,M
2004-02-18,Felipe,187.0,18718,Augusto,Felipe Augusto,CF
1991-05-27,Henrique,177.0,17921,Almeida,Henrique Almeida,F
1992-06-05,Yago,169.0,16177,Pikachu,Yago Pikachu,D
1998-06-30,Matheus,183.0,1520,Fernandes,Matheus Fernandes,M
1985-09-16,Fábio,179.0,16026,Santos,Fábio Santos,D
2003-05-24,Mateo,183.0,15455,Ponte,Mateo Ponte,D
2003-01-11,Rodrigo,180.0,17918,Varanda,Rodrigo Varanda,F
1995-11-03,Matías,180.0,14399,Rojas,Matías Rojas,M
2003-01-04,Matías,165.0,17377,Segovia,Matías Segovia,M
1989-07-16,Vladimir,192.0,17948,Cardoso de Araújo Filho,Vladimir,GK
1996-09-02,Moisés,175.0,16176,Vieira da Veiga,Moisés,F
1992-06-28,Mateus,192.0,17898,Pasinato,Mateus Pasinato,GK
2000-10-20,Hércules,178.0,16184,Pereira do Nascimento,Hércules,M
1992-06-27,Stiven,172.0,17973,Mendoza,Stiven Mendoza,F
1997-11-04,Everton,185.0,18298,Morelli,Everton Morelli,CM
1989-06-09,Danilo,185.0,17904,Avelar,Danilo Avelar,D
1997-12-10,Lucas,197.0,17924,Perri,Lucas Perri,GK
2004-04-25,Miguel,177.0,18304,Terceros,Miguel Terceros,AM
1988-11-19,Victor,187.0,17930,Cuesta,Victor Cuesta,D
1995-05-06,Lucas,181.0,18027,Evangelista,Lucas Evangelista,M
1986-12-13,Luiz Diallisson,172.0,18005,de Souza Alves,Apodi,F
2003-05-02,Marcos,176.0,17976,Leonardo,Marcos Leonardo,F
1994-06-17,Martín,175.0,17908,Benítez,Martín Benítez,M
1995-04-05,Éder,184.0,17902,Ferreira Graminho,Éder Ferreira,D
1998-11-08,Maycon,191.0,18013,Cleiton,Maycon Cleiton,GK
2002-05-22,Matheus,176.0,18619,Araújo,Matheus Araújo,AM
1990-05-29,Mario,169.0,16130,Santos,Marinho,F
2000-06-22,Diego,175.0,15411,Hernández,Diego Hernández,F
1999-11-10,Pedro,176.0,18113,Pereira Lopes,Pedrinho,F
1999-05-04,Matheus,172.0,16015,Bidu,Matheus Bidu,D
1990-10-03,Sander,177.0,17989,Henrique Bortolotto,Sander,D
2001-09-20,Hugo,175.0,18080,Ferreira Neto,Hugo,D
1993-03-01,Jandrei,186.0,17873,Chitolina Carniel,Jandrei,GK
1997-11-28,Eduardo,196.0,18601,Santos,Eduarod Santos,RCB
2002-08-30,Sandry,174.0,17966,Santos Goes,Sandry,M
1988-05-17,Marcelo,186.0,17980,Rangel,Marcelo Rangel,GK
1997-08-11,Gabriel,171.0,17885,Neves,Gabriel Neves,M
2001-12-14,Luis,181.0,3988,Henrique,Luis Henrique,F
2001-05-24,Brayan,189.0,16181,Ceballos,Brayan Ceballos,D
1995-03-27,Marlon,185.0,17935,Freitas,Marlon Freitas,M
1993-03-01,Alison,182.0,17964,Lopes Ferreira,Alison,M
1991-10-22,Robert,189.0,13936,Arboleda,Robert Arboleda,D
2004-04-06,Léo,179.0,19469,Mana,Léo Mana,D
1994-03-27,Joao,178.0,5005,Victor,Joao Victor,F
1990-08-18,Aderlan,182.0,18022,de Lima Silva,Aderlan,D
2004-05-21,João,176.0,17882,Moreira,João Moreira,D
1999-02-24,Caio,174.0,2530,Alexandre,Caio Alexandre,M
1996-04-17,Douglas,170.0,17969,Moreira,Dodi,M
1997-10-26,Luis,182.0,17929,Segovia,Luis Segovia,D
2002-02-24,Everton,170.0,18393,Souza Messias,Everton,F
1999-05-14,Luan,175.0,18104,Vinicius da Silva Santos,Luan,M
2000-01-12,Alerrandro,176.0,18032,Ferreira Godoy Viana,Alerrandro,F
1989-06-23,Rafael,192.0,18102,Pires Monteiro,Rafael,GK
1997-08-19,Cleiton,190.0,18087,Schwengber,Cleiton,GK
1994-10-11,Júnior,188.0,16185,Santos,Júnior Santos,F
2003-06-05,Rodrigo Henrique,170.0,18079,Santos de Souza,Rodriguinho,M
2004-12-21,Ângelo,182.0,17974,Gabriel,Ângelo Gabriel,F
1992-07-09,Sidimar,185.0,17985,Fernando Cigolini,Sidimar,D
1992-06-28,Wellington,172.0,17890,Rato,Wellington Rato,M
2003-09-28,Júlio,186.0,18889,César,Júlio César,RCB
1996-01-07,Marcelo,181.0,16187,Benevenuto,Marcelo Benevenuto,D
1993-05-16,Willian,179.0,17992,Oliveira,Willian Oliveira,M
1993-04-28,Gonzalo,180.0,17920,Mastriani,Gonzalo Mastriani,F
2001-05-20,Jadsom,176.0,18023,Meemyas de Oliveira da Silva,Jadsom,M
2001-02-01,Marcos,186.0,13223,Paulo,Marcos Paulo,F
1996-02-01,Tomás,180.0,2364,Pochettino,Tomás Pochettino,M
1989-07-20,Thiago,183.0,16192,Galhardo,Thiago Galhardo,F
1990-05-31,Giuliano,172.0,16014,Victor de Paula,Giuliano,M
1993-05-18,Luciano,180.0,17895,da Rocha Neves,Luciano,F
1997-03-03,Pedro,181.0,19902,Augusto,Pedro Augusto,DM
1992-08-13,Ricardo,190.0,18075,Silva,Ricardo Silva,D
1990-07-09,Rafael,172.0,18105,Pereira da Silva,Rafael,D
2003-01-18,Patryck,181.0,17880,Lanza dos Reis,Patryck,D
2002-08-19,Nathan,182.0,18112,de Souza Mendes,Nathan Mendes,D
2001-12-23,Andrés,178.0,18021,Hurtado,Andrés Hurtado,D
1996-03-16,Lucas,186.0,17906,Kal,Lucas Kal,M
1998-12-28,Joaquim,190.0,17955,Pereira Silva,Joaquim,D
1999-04-05,Gabriel,183.0,18008,Novaes,Gabriel Novaes,F
1988-09-06,João,186.0,16166,Ricardo,João Ricardo,GK
1993-06-25,Alisson,174.0,18073,de Freitas Castro,Alisson,F
1992-02-04,Tadeu,184.0,17979,Ferreira,Tadeu,GK
1989-10-17,Carlos,184.0,18106,Eduardo,Carlos Eduardo,M
